MovieID,CoverURL,Directors,Writers,Actors
76636,https://m.media-amazon.com/images/M/MV5BYWY5NWE1ODMtMTliMS00ZTBjLTkyMGEtY2Y2ZDQyOTIyMTM5XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,James Goldstone,"Sanford Sheldon, Richard Levinson, William Link, Tommy Cook, Richard Levinson, William Link","George Segal, Richard Widmark, Timothy Bottoms, Henry Fonda, Harry Guardino"
72308,https://m.media-amazon.com/images/M/MV5BMjA1N2JlMjItMTExZC00NTIxLWE2YTYtY2ZkM2M5OWM3M2YyXkEyXkFqcGdeQXVyNTc1NTQxODI@.jpg,John Guillermin,"Richard Martin Stern, Thomas N. Scortia, Frank M. Robinson, Stirling Silliphant","Paul Newman, Steve McQueen, William Holden, Faye Dunaway, Fred Astaire"
80354,https://m.media-amazon.com/images/M/MV5BMTUyMWQ0N2ItMDAzOS00OGNlLTgxNDctZTczMzU1YzljNDlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Lewis Teague,"John Sayles, John Sayles, Frank Ray Perilli","Robert Forster, Robin Riker, Michael V. Gazzo, Dean Jagger, Sydney Lassick"
79550,https://m.media-amazon.com/images/M/MV5BZjc3YTdmMjYtMzIwOS00ZTkwLTg4NzktYjc1ZDRlNmYxMWMyXkEyXkFqcGdeQXVyNjc5NjEzNA@@.jpg,Ronald Neame,"Stanley Mann, Edmund H. North, Edmund H. North","Sean Connery, Natalie Wood, Karl Malden, Brian Keith, Martin Landau"
70909,https://m.media-amazon.com/images/M/MV5BMWY0NzM5MDAtYTg2NC00MDZjLTgwM2UtZjdiOTEzMjQ4MjU0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,Michael Crichton,Michael Crichton,"Yul Brynner, Richard Benjamin, James Brolin, Norman Bartold, Alan Oppenheimer"
74812,https://m.media-amazon.com/images/M/MV5BZjFiY2IyMmItNmUwZi00ZGYxLThiZGItMWZiZjE0NGVhNWNmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,Michael Anderson,"David Zelag Goodman, William F. Nolan, George Clayton Johnson","Michael York, Richard Jordan, Jenny Agutter, Roscoe Lee Browne, Farrah Fawcett"
63442,https://m.media-amazon.com/images/M/MV5BZmNiNzJkYTQtNGUxMS00MWY4LTg0YjQtYmQ3MWY4NWUxYzBmXkEyXkFqcGdeQXVyNjc5NjEzNA@@.jpg,Franklin J. Schaffner,"Michael Wilson, Rod Serling, Pierre Boulle, John T. Kelley","Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore"
65462,https://m.media-amazon.com/images/M/MV5BMjljYjY0MDktZjdlNC00ZTAxLTkzM2ItM2JjZjQ3YzQ0NzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,Ted Post,"Paul Dehn, Mort Abrahams, Pierre Boulle, Paul Dehn","James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison, Charlton Heston"
69768,https://m.media-amazon.com/images/M/MV5BMmU1YzNmZTItNjA5NC00OWMyLTg1MDMtMDFkZDBjNzJmNjI1XkEyXkFqcGdeQXVyNjc5NjEzNA@@.jpg,J. Lee Thompson,"Pierre Boulle, Paul Dehn, John William Corrington, Joyce Hooper Corrington","Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden, Lew Ayres"
68408,https://m.media-amazon.com/images/M/MV5BZDQ3YTAzODctN2Q5OS00ZTM5LTk0ZjMtNTM3YzRjZGFmZjIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,J. Lee Thompson,"Paul Dehn, Pierre Boulle","Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy, Hari Rhodes"
67065,https://m.media-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Don Taylor,"Paul Dehn, Pierre Boulle","Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden"
77189,https://m.media-amazon.com/images/M/MV5BNzBjNDAwOTUtNzhkOC00MWFmLTlmZmUtYTMxMzBiNzhlMTkyXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,Corey Allen,"Corey Allen, Frances Doel, Gavin Lambert","Rock Hudson, Mia Farrow, Robert Forster, Jeanette Nolan, Rick Moses"
71455,https://m.media-amazon.com/images/M/MV5BN2MzYTFiOTUtNTE3Mi00MTlkLWJmMjctZWU3N2Y5OGMwY2JhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Mark Robson,"George Fox, Mario Puzo","Charlton Heston, Ava Gardner, George Kennedy, Lorne Greene, Geneviève Bujold"
78856,https://m.media-amazon.com/images/M/MV5BY2I4NjVhOTYtOWMyYS00NWMwLTkwZWItYTEzYWUwNWU4ZmJkXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,Irwin Allen,"Paul Gallico, Nelson Gidding","Michael Caine, Sally Field, Telly Savalas, Peter Boyle, Jack Warden"
175550,https://m.media-amazon.com/images/M/MV5BN2RkZTY5ZmUtODU1OC00YWZhLTk1ZDctYmVjYTM3OThmNDNlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Matthew Diamond,,"Andrew Asnes, Rachel Berman Benz, Patrick Corbin, Ross Kramberg, Thomas Patrick"
122933,https://m.media-amazon.com/images/M/MV5BNTIzNjQ5OTMtM2U2NS00YTNkLWIzMmYtOTcyOTA5MDU0YTdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Harold Ramis,"Kenneth Lonergan, Peter Tolan, Peter Tolan, Harold Ramis, Kenneth Lonergan","Robert De Niro, Billy Crystal, Lisa Kudrow, Chazz Palminteri, Kresh Novakovic"
142192,https://m.media-amazon.com/images/M/MV5BN2RmNmM4ZmYtZWQ5OS00OTkyLWI3NWMtNDJmYjA5YWFkNWMxXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,James Foley,Robert Pucci,"Chow Yun-Fat, Mark Wahlberg, Ric Young, Paul Ben-Victor, Jon Kit Lee"
139134,https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@.jpg,Roger Kumble,"Choderlos de Laclos, Roger Kumble","Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair, Louise Fletcher"
120735,https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,Guy Ritchie,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh"
157208,https://m.media-amazon.com/images/M/MV5BMTczNjkyNzkyMV5BMl5BanBnXkFtZTYwMjY0MDM5.jpg,Benoît Jacquot,"Jacques Fieschi, Benoît Jacquot, Yukio Mishima","Isabelle Huppert, Vincent Martinez, Vincent Lindon, Marthe Keller, François Berléand"
120646,https://m.media-amazon.com/images/M/MV5BODVhNDEyYzktMmU2Ni00NzlkLTg0NWQtYmEzYTg4MDliOWQ3XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Ulu Grosbard,"Jacquelyn Mitchard, Stephen Schiff","Michelle Pfeiffer, Treat Williams, Whoopi Goldberg, Jonathan Jackson, Cory Buck"
144814,https://m.media-amazon.com/images/M/MV5BNDZmMzE0NjUtZTIzNC00Mzc0LTgyZjgtNzUxMWRiMDIzMDQwXkEyXkFqcGdeQXVyNjc5NjEzNA@@.jpg,"Katt Shea, Robert Mandel","Stephen King, Rafael Moreu","Emily Bergl, Jason London, Dylan Bruno, J. Smith-Cameron, Amy Irving"
131646,https://m.media-amazon.com/images/M/MV5BZWYzY2JjZjItMWE0Ni00NzY5LTgwYTMtNTg1MjY0ODBkYTdiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Chris Roberts,"Chris Roberts, Chris Roberts, Kevin Droney, Kevin Droney","Freddie Prinze Jr., Saffron Burrows, Matthew Lillard, Tchéky Karyo, Jürgen Prochnow"
57129,https://m.media-amazon.com/images/M/MV5BMTU0MTkzMDI0MV5BMl5BanBnXkFtZTgwODI5NTAxNzE@.jpg,Robert Wise,"Nelson Gidding, Shirley Jackson","Julie Harris, Claire Bloom, Richard Johnson, Russ Tamblyn, Fay Compton"
94964,https://m.media-amazon.com/images/M/MV5BYTY4MTVhZGEtNGUyMS00Y2ZhLTlmN2EtMWI1YTYxMGYyN2I1XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg,David Cronenberg,"David Cronenberg, Norman Snider, Bari Wood, Jack Geasland","Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon, Shirley Douglas"
107626,https://m.media-amazon.com/images/M/MV5BNzY3OWI2OGUtMDFmOS00NjQ0LTliYWUtOTc3ZTY3NDBlNThkXkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg,Bob Balaban,Dean Lorey,"Andrew Lowery, Traci Lind, Danny Zorn, Edward Herrmann, Mary Beth Hurt"
54443,https://m.media-amazon.com/images/M/MV5BMGE5MzM4NDItZTgwNy00MDBjLWI2ODQtNzVjMzBhMjVhMjkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,Wolf Rilla,"Stirling Silliphant, Wolf Rilla, Ronald Kinnoch, John Wyndham","George Sanders, Barbara Shelley, Martin Stephens, Michael Gwynn, Laurence Naismith"
56931,https://m.media-amazon.com/images/M/MV5BZmRjNTRjZWItYWU5MS00YzZkLTk4MjQtMTI2ZjQxZDA2NjBmXkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg,Anton Leader,"John Briley, John Wyndham","Ian Hendry, Alan Badel, Barbara Ferris, Alfred Burke, Sheila Allen"
118665,https://m.media-amazon.com/images/M/MV5BZmRhMWVmOTQtNjUwMS00MzEwLWFkNWQtNWJlMTk3NDcyYzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg,Bob Clark,"Steven Paul, Francisca Matos, Robert Grasmere, Bob Clark, Greg Michael","Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol, Dom DeLuise"
157016,https://m.media-amazon.com/images/M/MV5BMmMyYzRjYjMtYzFkNy00Njc3LWIzOTQtNzIzNzE4YzM4NDNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Gaspar Noé,Gaspar Noé,"Philippe Nahon, Blandine Lenoir, Frankie Pain, Martine Audrain, Zaven"
141098,https://m.media-amazon.com/images/M/MV5BNWI5OWE0MWQtNjliMi00MjE4LTg5ODAtOTM0YjA2OWVlYzgwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg,Bronwen Hughes,Marc Lawrence,"Sandra Bullock, Ben Affleck, Maura Tierney, Steve Zahn, Blythe Danner"
160429,https://m.media-amazon.com/images/M/MV5BNzkyYjk2MGMtNjdlYS00M2Y5LThiNmMtNDQxYTk2MTUyNmMwXkEyXkFqcGdeQXVyOTg4MDk3MTQ@.jpg,Richard Rich,"Oscar Hammerstein II, Arthur Rankin Jr., Peter Bakalian, Jacqueline Feather, David Seidler, Brian Nissen, Margaret Landon","Miranda Richardson, Christiane Noll, Martin Vidnovic, Ian Richardson, Darrell Hammond"
129332,https://m.media-amazon.com/images/M/MV5BOWE5NGFmZjMtZmNhZi00ZWNiLWE4NTYtOGZkYzQwNDk2ZGE0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Antonia Bird,Ted Griffin,"Guy Pearce, Robert Carlyle, David Arquette, Jeremy Davies, Jeffrey Jones"
139668,https://m.media-amazon.com/images/M/MV5BNzYxMzJlNTUtYzBiNi00NWJmLThmOTAtYTMyYjdlY2Y4YzE0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Clint Eastwood,"Andrew Klavan, Larry Gross, Paul Brickman, Stephen Schiff","Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods, Denis Leary"
118892,https://m.media-amazon.com/images/M/MV5BMzQzMDlmYjgtZTcyNy00YTg5LTk5OGUtMmY1YWY4YmE0MjQyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Marshall Herskovitz,"Margaret Rosenthal, Jeannine Dominy","Catherine McCormack, Rufus Sewell, Oliver Platt, Fred Ward, Naomi Watts"
49408,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,Walter Lang,"Ernest Lehman, Oscar Hammerstein II, Margaret Landon","Deborah Kerr, Yul Brynner, Rita Moreno, Martin Benson, Terry Saunders"
187819,https://m.media-amazon.com/images/M/MV5BOGE1ZDE1MmUtMWE4My00MWJiLWJiMmYtZTQxNmYzZjE5NGViXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Maurice Joyce,"Ken Scarborough, Jim Jinkins, Joe Aaron","Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker"
131369,https://m.media-amazon.com/images/M/MV5BYjBhNjc1NjktZTg4OS00YmUyLWI4YjAtNGIxZGM4ZTdkNmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Ron Howard,"Émile Gaudreault, Sylvie Bouchard, Lowell Ganz, Babaloo Mandel","Geoffrey Blake, Gail Boggs, Jenna Byrne, Merrin Dungey, Ian Gomez"
120757,https://m.media-amazon.com/images/M/MV5BMTQyMzgyNTc5Ml5BMl5BanBnXkFtZTcwNzE0ODI1NA@@.jpg,Scott Silver,"Buddy Ruskin, Stephen Kay, Scott Silver, Kate Lanier","Claire Danes, Giovanni Ribisi, Omar Epps, Dennis Farina, Josh Brolin"
120613,https://m.media-amazon.com/images/M/MV5BMjE4ZTRlN2UtM2IyNS00NTZiLTg0NjYtMDViZTExOTZiZWQyXkEyXkFqcGdeQXVyNzYxNjU1ODQ@.jpg,Tony Goldwyn,Pamela Gray,"Bobby Boriello, Diane Lane, Anna Paquin, Tovah Feldshuh, Liev Schreiber"
133093,https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster"
147800,https://m.media-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Gil Junger,"Karen McCullah, Kirsten Smith, William Shakespeare","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz"
120274,https://m.media-amazon.com/images/M/MV5BMjc1OTFlNzctNDAxMS00M2IzLWEwMjItYTVjNTc0ZmEyNWFhXkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,Carlos Saura,Carlos Saura,"Miguel Ángel Solá, Cecilia Narova, Mía Maestro, Juan Carlos Copes, Carlos Rivarola"
129280,https://m.media-amazon.com/images/M/MV5BMzZmNTMyZTMtNTRhMi00MTA5LWFmNDgtZjQ3MTIyMjA3ZGRlXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Sam Weisman,"Neil Simon, Marc Lawrence","Steve Martin, Goldie Hawn, John Cleese, Mark McKinney, Oliver Hudson"
120449,https://m.media-amazon.com/images/M/MV5BZWFiYTUyYTktZTk2MS00ZWFlLTg1OTYtYmQ5MjI0N2UxZGY3XkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,Erick Zonca,"Erick Zonca, Roger Bohbot, Virginie Wagon, Pierre Chosson","Élodie Bouchez, Natacha Régnier, Grégoire Colin, Patrick Mercado, Jo Prestia"
119665,https://m.media-amazon.com/images/M/MV5BMTg0ZTUwYTctOWUwNi00MjYwLWI0MzYtMjgwYmI4MTNkMzQ4XkEyXkFqcGdeQXVyNzQ5MzY0NjM@.jpg,Philip Saville,"Julian Barnes, Adrian Hodges","Christian Bale, Emily Watson, Lee Ross, Elsa Zylberstein, John Wood"
154506,https://m.media-amazon.com/images/M/MV5BNDVhYTAyMDgtM2NhNS00MmQ3LWE0ZDMtNWIxMjlhODFmOWUwXkEyXkFqcGdeQXVyMTA5NjIyODcx.jpg,Christopher Nolan,Christopher Nolan,"Jeremy Theobald, Alex Haw, Lucy Russell, John Nolan, Dick Bradsell"
139239,https://m.media-amazon.com/images/M/MV5BNDczYTcyN2EtYjM1NC00YjI3LWE4ZWItMGFlNmEwOTAxYjdiXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Doug Liman,John August,"Katie Holmes, Sarah Polley, Suzanne Krull, Desmond Askew, Nathan Bexton"
151738,https://m.media-amazon.com/images/M/MV5BODI0NGU1YjktMTI5ZS00NjkwLWE4ODUtNDYyOGI1NjczMTdkXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,Raja Gosnell,"Abby Kohn, Marc Silverstein","Drew Barrymore, David Arquette, Michael Vartan, Molly Shannon, John C. Reilly"
105399,https://m.media-amazon.com/images/M/MV5BYTFhZmQwYTYtNjViZS00MTE4LTlhYzUtNDRjNjg0NDdlZGY1XkEyXkFqcGdeQXVyNzI1NzMxNzM@.jpg,"Ringo Lam, Hark Tsui","Barry Wong, Hark Tsui, Tung Cho 'Joe' Cheung, Yik Wong, Val Kuklowsky, Rod Dean","Jackie Chan, Maggie Cheung, Teddy Robin Kwan, James Wong, Sylvia Chang"
126250,https://m.media-amazon.com/images/M/MV5BNDhhMzAwZjQtZDM4Yy00NzJlLWI2MmQtMTE4ZDYzYzNhZWY1XkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,Robert Altman,Anne Rapp,"Glenn Close, Julianne Moore, Liv Tyler, Chris O'Donnell, Charles S. Dutton"
133363,https://m.media-amazon.com/images/M/MV5BNTM0Nzc0NTAtMzA1Yy00NjczLTk5YzEtYjdiOTRmZjcyYTMzL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg,Julio Medem,Julio Medem,"Najwa Nimri, Fele Martínez, Nancho Novo, Maru Valdivielso, Peru Medem"
119219,https://m.media-amazon.com/images/M/MV5BNDgxMmQ4ZGMtNGE3Yi00ODc5LTk5NTYtM2M5OTRhNDllZmMyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg,Roland Joffé,"Ron Peer, Ron Peer, Joel Cohen, Alec Sokolow","Patricia Arquette, Dermot Mulroney, Mary-Louise Parker, Ellen DeGeneres, Ray McKinnon"
123964,https://m.media-amazon.com/images/M/MV5BN2M0YWM1OTgtMDY1Ni00Y2RkLTkxNzktODUyNDU0YWFkYjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Ted Demme,"Robert Ramsey, Matthew Stone","Eddie Murphy, Martin Lawrence, Obba Babatundé, Nick Cassavetes, Anthony Anderson"
143261,https://m.media-amazon.com/images/M/MV5BN2ZlODVkNGMtZGNhMy00NzA1LWIzZjItYzFkODE4Y2U3YWFhXkEyXkFqcGdeQXVyMjUyNDk2ODc@.jpg,George Haas,"Neill Barry, George Haas, George Haas","Stephen Baldwin, Danny Nucci, George Newbern, Alison Eastwood, Claudia Schiffer"
136244,https://m.media-amazon.com/images/M/MV5BNDEyODZlOWMtY2M0ZC00OTNhLWE0ZjAtZjUwOGRmN2I5MThiXkEyXkFqcGdeQXVyMjQzMzQzODY@.jpg,Gillies MacKinnon,"Esther Freud, Billy MacKinnon","Kate Winslet, Saïd Taghmaoui, Bella Riza, Carrie Mullan, Pierre Clémenti"
110570,https://m.media-amazon.com/images/M/MV5BYTUyNzQyMzItZmRkYi00MDcxLTkzNjctODk1Mjc1ZDE2Zjg5XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,Roberto Benigni,"Roberto Benigni, Vincenzo Cerami, Michel Blanc, Roberto Benigni","Roberto Benigni, Michel Blanc, Nicoletta Braschi, Dominique Lavanant, Jean-Claude Brialy"
125659,https://m.media-amazon.com/images/M/MV5BYjAyNmFlMzgtZDNiYi00N2FkLTk5YTEtYjMxNDJlMTJkZjg3XkEyXkFqcGdeQXVyMjA0MzYwMDY@.jpg,Alejandro Amenábar,"Alejandro Amenábar, Mateo Gil","Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez, Najwa Nimri"
133189,https://m.media-amazon.com/images/M/MV5BYTE2Y2EyMzAtMmJhYS00YTI2LTk4MTAtNmVmNWY2ZWI3MGI4XkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg,James Merendino,James Merendino,"Matthew Lillard, Michael A. Goorjian, Annabeth Gish, Jennifer Lien, Christopher McDonald"
120836,https://m.media-amazon.com/images/M/MV5BNGRlYzZjMzMtYTljZi00MWM2LWJlNzAtYTI1ZDA1Y2Y4OTg1XkEyXkFqcGdeQXVyNDAxNjkxNjQ@.jpg,Jeff Pollack,"J.B. Cook, Marc Meeks, David Spade","David Spade, Ever Carradine, Stephanie Chang, Neal MacMillan, James Vincent"
120797,https://m.media-amazon.com/images/M/MV5BZmZiNmRmMGYtZTMwNS00ZGQ2LThmMTctZWNmZWQzZWE5Mzg3XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Mike Newell,"Darcy Frey, Glen Charles, Les Charles","John Cusack, Billy Bob Thornton, Cate Blanchett, Angelina Jolie, Jake Weber"
126886,https://m.media-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Alexander Payne,"Tom Perrotta, Alexander Payne, Jim Taylor","Matthew Broderick, Reese Witherspoon, Loren Nelson, Chris Klein, Phil Reeves"
120907,https://m.media-amazon.com/images/M/MV5BMmU1MTJkYWItMzM5Ny00NDgxLTgxOGEtNTkzNDdkZjkwNGI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,David Cronenberg,David Cronenberg,"Jennifer Jason Leigh, Jude Law, Ian Holm, Willem Dafoe, Don McKellar"
137494,https://m.media-amazon.com/images/M/MV5BODgyMmE3YWQtNDE4Yy00ODExLThmNDUtYmM4ZTk2ZTVjNDEzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@.jpg,Jon Amiel,"Ron Bass, Michael Hertzberg, Ron Bass, William Broyles Jr.","Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton, Maury Chaykin"
138510,https://m.media-amazon.com/images/M/MV5BN2JlOGYxNGQtZDMzZC00NjFkLThmNjAtNTIxNTYwNmQ1NDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Rodman Flender,"Terri Hughes Burton, Ron Milbauer","Devon Sawa, Seth Green, Elden Henson, Jessica Alba, Vivica A. Fox"
162973,https://m.media-amazon.com/images/M/MV5BODRjNzI5MmUtYTdlNy00M2VhLThjMTQtMzg1ODlhYjY4OWZiXkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,Simon Shore,"Patrick Wilde, Patrick Wilde","Ben Silverstone, Brad Gorton, Charlotte Brittain, Stacy Hart, Kate McEnery"
115669,https://m.media-amazon.com/images/M/MV5BZWQ3YzI1ZmItMmNjYS00MTFjLTk4ODMtN2FjNzM4ZDA2YTZlXkEyXkFqcGdeQXVyNjc3MjQzNTI@.jpg,Tian-Ming Wu,"Wengui Chen, Minglun Wei","Xu Zhu, Renying Zhou, Zhigang Zhao, Li Chen, Zhaoji Jia"
155388,https://m.media-amazon.com/images/M/MV5BMDhmNzEyOGMtZGIwYi00NjY4LWFhNGYtMGFmZGViYzFiYzQ0XkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg,David Mamet,"Terence Rattigan, David Mamet","Matthew Pidgeon, Rebecca Pidgeon, Gemma Jones, Nigel Hawthorne, Lana Bilzerian"
37913,https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,Michael Curtiz,"Ranald MacDougall, James M. Cain, William Faulkner, Margaret Gruen, Albert Maltz, Louise Randall Pierson, Catherine Turney, Margaret Buell Wilder, Thames Williamson","Joan Crawford, Jack Carson, Zachary Scott, Eve Arden, Ann Blyth"
87799,https://m.media-amazon.com/images/M/MV5BOTQzZDVkMTctYTdlZi00MTc2LWJhMTEtM2VmZjY1MzFiYjI5L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Thom Eberhardt,Thom Eberhardt,"Robert Beltran, Catherine Mary Stewart, Kelli Maroney, Sharon Farrell, Mary Woronov"
90837,https://m.media-amazon.com/images/M/MV5BNjBkZTI0MjQtZmMzYi00ZTI0LTg0NzEtZGI0M2YxMGRmZWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Jim Wynorski,"Jim Wynorski, Steve Mitchell","Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson, Barbara Crampton"
89652,https://m.media-amazon.com/images/M/MV5BMmYxZWY5ZTEtNDBiNC00N2FiLWJhNzMtOTcxMDM0YWE4ZjVlXkEyXkFqcGdeQXVyMjY3MjUzNDk@.jpg,Jonathan R. Betuel,Jonathan R. Betuel,"John Stockwell, Danielle von Zerneck, Fisher Stevens, Raphael Sbarge, Richard Masur"
99422,https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@.jpg,Warren Beatty,"Chester Gould, Jim Cash, Jack Epps Jr.","Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey, Stig Eldred"
120616,https://m.media-amazon.com/images/M/MV5BOTJiYjBhZDgtMjhiOC00MTIzLThlNGMtMmI1NjIwM2M3YTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Stephen Sommers,"Stephen Sommers, Lloyd Fonvielle, Kevin Jarre, Stephen Sommers, John L. Balderston, Nina Wilcox Putnam, Richard Schayer","Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Kevin J. O'Connor"
118826,https://m.media-amazon.com/images/M/MV5BMDM4MDFiMjEtOWFhOC00M2RjLWE2NDItZGZlZjVhOGVjZWExXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,Rob Sitch,"Santo Cilauro, Tom Gleisner, Jane Kennedy, Rob Sitch","Michael Caton, Anne Tenney, Stephen Curry, Anthony Simcoe, Sophie Lee"
120865,https://m.media-amazon.com/images/M/MV5BMmRkYWJiYjUtNjE4NC00YzZjLWJjN2YtNDM3ZGEzNmYxNTJlXkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,Paul Quinn,Paul Quinn,"James Caan, Jacob Tierney, Colm Meaney, Moira Deady, Susan Almgren"
140379,https://m.media-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@.jpg,Michael Hoffman,"William Shakespeare, Michael Hoffman","Kevin Kline, Michelle Pfeiffer, Rupert Everett, Stanley Tucci, Calista Flockhart"
160298,https://m.media-amazon.com/images/M/MV5BYWYzZTAzMTgtYzFmZC00NmIwLTg4MWEtNjE1ZjFjNThjOTUyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,David Raynr,Gary Hardwick,"Deon Richmond, Donald Faison, Guy Torry, Maia Campbell, Aloma Wright"
